Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Mesta,2002,Kharif,Andhra Pradesh,81169,613607,648.1,7684269.23,20292.25,7.506363636
Moong(Green Gram),2002,Kharif,Andhra Pradesh,355292,87862,648.1,33635493.64,88823,0.217272727
Moong(Green Gram),2002,Rabi,Andhra Pradesh,118162,30110,648.1,11186396.54,29540.5,0.291
Niger seed,2002,Kharif,Andhra Pradesh,14919,5743,648.1,1412381.73,3729.75,0.38
Onion,2002,Kharif,Andhra Pradesh,15403,171950,648.1,1458202.01,3850.75,10.49411765
Onion,2002,Rabi,Andhra Pradesh,11725,240657,648.1,1110005.75,2931.25,19.15952381
Other  Rabi pulses,2002,Rabi,Andhra Pradesh,1873,518,648.1,177316.91,468.25,0.27375
Other Kharif pulses,2002,Kharif,Andhra Pradesh,6915,1532,648.1,654643.05,1728.75,0.223
Potato,2002,Whole Year,Andhra Pradesh,2672,18677,648.1,252958.24,668,6.946666667
Ragi,2002,Kharif,Andhra Pradesh,61644,64480,648.1,5835837.48,15411,1.17375
Ragi,2002,Rabi,Andhra Pradesh,9610,12393,648.1,909778.7,2402.5,1.251428571
Rapeseed &Mustard,2002,Rabi,Andhra Pradesh,3369,742,648.1,318943.23,842.25,0.302857143
Rice,2002,Kharif,Andhra Pradesh,2109301,5054013,648.1,199687525.7,527325.25,2.202727273
Rice,2002,Rabi,Andhra Pradesh,712766,2272773,648.1,67477557.22,178191.5,2.533636364
Safflower,2002,Rabi,Andhra Pradesh,19350,6776,648.1,1831864.5,4837.5,0.318181818
Sesamum,2002,Kharif,Andhra Pradesh,87085,12499,648.1,8244336.95,21771.25,0.128571429
Sesamum,2002,Rabi,Andhra Pradesh,28050,5545,648.1,2655493.5,7012.5,0.209444444
Small millets,2002,Kharif,Andhra Pradesh,46256,21891,648.1,4379055.52,11564,0.461538462
Small millets,2002,Rabi,Andhra Pradesh,1986,720,648.1,188014.62,496.5,0.328333333
Soyabean,2002,Kharif,Andhra Pradesh,41284,0,648.1,3908356.28,10321,0
Sugarcane,2002,Whole Year,Andhra Pradesh,232471,15387218,648.1,22008029.57,58117.75,69.35666667
Sunflower,2002,Kharif,Andhra Pradesh,416579,276207,648.1,39437533.93,104144.75,0.9025
Sweet potato,2002,Whole Year,Andhra Pradesh,1286,13380,648.1,121745.62,321.5,11.29588235
Tapioca,2002,Whole Year,Andhra Pradesh,13138,79474,648.1,1243774.46,3284.5,5.034285714
Tobacco,2002,Whole Year,Andhra Pradesh,173612,451214,648.1,16435848.04,43403,3.58547619
Urad,2002,Kharif,Andhra Pradesh,110160,45241,648.1,10428847.2,27540,0.240454545
Urad,2002,Rabi,Andhra Pradesh,584271,330894,648.1,55312935.57,146067.75,0.386666667
Wheat,2002,Rabi,Andhra Pradesh,11044,14898,648.1,1045535.48,2761,1.09
other oilseeds,2002,Rabi,Andhra Pradesh,10921,13551,648.1,1033891.07,2730.25,1.224666667
Arecanut,2002,Whole Year,Assam,73664,51631,1973.6,6973770.88,18416,0.711304348
Arhar/Tur,2002,Kharif,Assam,7013,4961,1973.6,663920.71,1753.25,0.710869565
Banana,2002,Whole Year,Assam,42631,589595,1973.6,4035876.77,10657.75,13.77652174
Castor seed,2002,Kharif,Assam,1577,651,1973.6,149294.59,394.25,0.428571429
Coconut,2002,Whole Year,Assam,20919,160277000,1973.6,1980401.73,5229.75,6959.633043
Cotton(lint),2002,Kharif,Assam,1556,716,1973.6,147306.52,389,0.422608696
Dry chillies,2002,Whole Year,Assam,14885,9784,1973.6,1409162.95,3721.25,0.637826087
Gram,2002,Rabi,Assam,2388,1205,1973.6,226071.96,597,0.515652174
Jute,2002,Kharif,Assam,67915,690619,1973.6,6429513.05,16978.75,9.963478261
Linseed,2002,Rabi,Assam,9717,5071,1973.6,919908.39,2429.25,0.508636364
Maize,2002,Kharif,Assam,19812,14194,1973.6,1875602.04,4953,0.606086957
Masoor,2002,Rabi,Assam,19730,10694,1973.6,1867839.1,4932.5,0.524761905
Mesta,2002,Kharif,Assam,5133,25429,1973.6,485941.11,1283.25,4.652857143
Moong(Green Gram),2002,Rabi,Assam,7161,3286,1973.6,677931.87,1790.25,0.450434783
Niger seed,2002,Kharif,Assam,9904,5060,1973.6,937611.68,2476,0.52
Onion,2002,Whole Year,Assam,7500,17467,1973.6,710025,1875,2.337826087
Other  Rabi pulses,2002,Rabi,Assam,101665,53967,1973.6,9624625.55,25416.25,0.512173913
Peas & beans (Pulses),2002,Rabi,Assam,23077,13684,1973.6,2184699.59,5769.25,0.585217391
Potato,2002,Whole Year,Assam,75486,589916,1973.6,7146259.62,18871.5,7.566956522
Rapeseed &Mustard,2002,Rabi,Assam,261309,129784,1973.6,24738123.03,65327.25,0.472173913
Rice,2002,Autumn,Assam,464497,444884,1973.6,43973930.99,116124.25,1.076521739
Rice,2002,Summer,Assam,327468,622358,1973.6,31001395.56,81867,1.794347826
Rice,2002,Winter,Assam,1748715,2670560,1973.6,165550849.1,437178.75,1.545652174
Sesamum,2002,Kharif,Assam,14290,7789,1973.6,1352834.3,3572.5,0.49
Small millets,2002,Kharif,Assam,8310,4328,1973.6,786707.7,2077.5,0.489090909
Sugarcane,2002,Whole Year,Assam,25152,916076,1973.6,2381139.84,6288,37.02130435
Sweet potato,2002,Whole Year,Assam,8243,28460,1973.6,780364.81,2060.75,3.405652174
Tapioca,2002,Whole Year,Assam,2835,13501,1973.6,268389.45,708.75,4.415
Tobacco,2002,Whole Year,Assam,1104,539,1973.6,104515.68,276,0.56
Turmeric,2002,Whole Year,Assam,12066,8315,1973.6,1142288.22,3016.5,0.669130435
Urad,2002,Rabi,Assam,40381,20100,1973.6,3822869.27,10095.25,0.498695652
Wheat,2002,Rabi,Assam,69061,77952,1973.6,6538004.87,17265.25,1.152272727
Arecanut,2002,Whole Year,Goa,1600,2500,2516.3,151472,400,1.56
Banana,2002,Whole Year,Goa,2116,15743,2516.3,200321.72,529,7.44
Black pepper,2002,Whole Year,Goa,583,103,2516.3,55192.61,145.75,0.18
Cashewnut,2002,Whole Year,Goa,54373,23109,2516.3,5147491.91,13593.25,0.43
Coconut,2002,Whole Year,Goa,25068,122020000,2516.3,2373187.56,6267,4867.56
Groundnut,2002,Kharif,Goa,241,348,2516.3,22815.47,60.25,1.44
Groundnut,2002,Rabi,Goa,2148,3915,2516.3,203351.16,537,1.82
Other  Rabi pulses,2002,Rabi,Goa,9167,7285,2516.3,867839.89,2291.75,0.79
Other Kharif pulses,2002,Kharif,Goa,201,168,2516.3,19028.67,50.25,0.84
Ragi,2002,Kharif,Goa,353,301,2516.3,33418.51,88.25,0.85
Rice,2002,Kharif,Goa,33728,90072,2516.3,3193029.76,8432,2.67
Rice,2002,Rabi,Goa,16441,44695,2516.3,1556469.47,4110.25,2.72
Sugarcane,2002,Whole Year,Goa,1188,65470,2516.3,112467.96,297,55.11
Arecanut,2002,Whole Year,Kerala,97485,107279,2511.2,9228904.95,24371.25,0.910714286
Banana,2002,Whole Year,Kerala,55668,421809,2511.2,5270089.56,13917,8.055714286
Black pepper,2002,Whole Year,Kerala,208607,67358,2511.2,19748824.69,52151.75,0.222142857
Cardamom,2002,Whole Year,Kerala,41412,8680,2511.2,3920474.04,10353,0.068
Cashewnut,2002,Whole Year,Kerala,88548,66087,2511.2,8382839.16,22137,0.574285714
Coconut,2002,Whole Year,Kerala,899198,5709000000,2511.2,85127074.66,224799.5,5969.78
Cotton(lint),2002,Kharif,Kerala,3400,5488,2511.2,321878,850,1.61
Garlic,2002,Whole Year,Kerala,616,10472,2511.2,58316.72,154,17
Ginger,2002,Whole Year,Kerala,8998,32412,2511.2,851840.66,2249.5,2.951428571
Groundnut,2002,Kharif,Kerala,2422,1801,2511.2,229290.74,605.5,0.74
Jowar,2002,Kharif,Kerala,2571,1311,2511.2,243396.57,642.75,0.5025
Ragi,2002,Kharif,Kerala,1320,1068,2511.2,124964.4,330,0.87
Rice,2002,Autumn,Kerala,112438,233217,2511.2,10644505.46,28109.5,2.130769231
Rice,2002,Summer,Kerala,41079,111850,2511.2,3888948.93,10269.75,2.212142857
Rice,2002,Winter,Kerala,157004,343792,2511.2,14863568.68,39251,2.123571429
Sesamum,2002,Kharif,Kerala,811,260,2511.2,76777.37,202.75,0.277272727
Sugarcane,2002,Whole Year,Kerala,3758,312830,2511.2,355769.86,939.5,88.46083333
Sweet potato,2002,Whole Year,Kerala,850,10463,2511.2,80469.5,212.5,11.46928571
Tapioca,2002,Whole Year,Kerala,104179,2413217,2511.2,9862625.93,26044.75,24.47785714
Tobacco,2002,Whole Year,Kerala,90,501,2511.2,8520.3,22.5,5.57
Turmeric,2002,Whole Year,Kerala,3140,6938,2511.2,297263.8,785,2.062857143
other oilseeds,2002,Whole Year,Kerala,2253,0,2511.2,213291.51,563.25,0
Arecanut,2002,Whole Year,Tamil Nadu,4956,0,315.9,469184.52,1239,0
Arhar/Tur,2002,Kharif,Tamil Nadu,44127,24067,315.9,4177503.09,11031.75,0.535416667
Bajra,2002,Kharif,Tamil Nadu,102020,88682,315.9,9658233.4,25505,1.041666667
Banana,2002,Whole Year,Tamil Nadu,76771,2836916,315.9,7267910.57,19192.75,34.81964286
Cashewnut,2002,Whole Year,Tamil Nadu,95217,35885,315.9,9014193.39,23804.25,0.3108
Castor seed,2002,Kharif,Tamil Nadu,17749,5600,315.9,1680297.83,4437.25,0.376666667
Coconut,2002,Whole Year,Tamil Nadu,345825,2860700000,315.9,32739252.75,86456.25,8497.531111
Coriander,2002,Whole Year,Tamil Nadu,25326,4707,315.9,2397612.42,6331.5,0.191818182
Cotton(lint),2002,Kharif,Tamil Nadu,75572,83542,315.9,7154401.24,18893,1.429230769
Dry chillies,2002,Whole Year,Tamil Nadu,68566,40646,315.9,6491143.22,17141.5,0.640740741
Garlic,2002,Whole Year,Tamil Nadu,565,3378,315.9,53488.55,141.25,5.69
Ginger,2002,Whole Year,Tamil Nadu,416,6665,315.9,39382.72,104,16.00888889
Gram,2002,Rabi,Tamil Nadu,6199,4172,315.9,586859.33,1549.75,0.581666667
Groundnut,2002,Kharif,Tamil Nadu,502090,717403,315.9,47532860.3,125522.5,1.509285714
Horse-gram,2002,Kharif,Tamil Nadu,81711,20782,315.9,7735580.37,20427.75,0.25125
Jowar,2002,Kharif,Tamil Nadu,319607,213639,315.9,30257194.69,79901.75,0.765652174
Maize,2002,Kharif,Tamil Nadu,121057,191646,315.9,11460466.19,30264.25,1.806956522
Moong(Green Gram),2002,Kharif,Tamil Nadu,112812,48053,315.9,10679912.04,28203,0.411851852
Onion,2002,Whole Year,Tamil Nadu,23492,198715,315.9,2223987.64,5873,8.54625
Other Kharif pulses,2002,Kharif,Tamil Nadu,121255,24850,315.9,11479210.85,30313.75,0.197037037
Potato,2002,Whole Year,Tamil Nadu,4537,73362,315.9,429517.79,1134.25,18.3475
Ragi,2002,Kharif,Tamil Nadu,104286,140169,315.9,9872755.62,26071.5,1.6392
Rapeseed &Mustard,2002,Rabi,Tamil Nadu,585,142,315.9,55381.95,146.25,0.206
Rice,2002,Kharif,Tamil Nadu,1516537,3577108,315.9,143570557.8,379134.25,2.884642857
Sesamum,2002,Kharif,Tamil Nadu,64481,28047,315.9,6104416.27,16120.25,0.401785714
Small millets,2002,Kharif,Tamil Nadu,7348,4137,315.9,695635.16,1837,0.575454545
Sugarcane,2002,Whole Year,Tamil Nadu,261416,24165390,315.9,24748252.72,65354,89.04185185
Sunflower,2002,Kharif,Tamil Nadu,7709,8908,315.9,729811.03,1927.25,1.075217391
Sweet potato,2002,Whole Year,Tamil Nadu,814,11121,315.9,77061.38,203.5,13.8292
Tapioca,2002,Whole Year,Tamil Nadu,67951,2146534,315.9,6432921.17,16987.75,32.53576923
Tobacco,2002,Whole Year,Tamil Nadu,8213,12630,315.9,777524.71,2053.25,1.435454545
Turmeric,2002,Whole Year,Tamil Nadu,17298,64536,315.9,1637601.66,4324.5,3.67
Urad,2002,Kharif,Tamil Nadu,196888,78555,315.9,18639386.96,49222,0.422962963
Arecanut,2002,Whole Year,West Bengal,9081,16568,1629.1,859698.27,2270.25,2.998235294
Arhar/Tur,2002,Kharif,West Bengal,3075,2806,1629.1,291110.25,768.75,0.924166667
Bajra,2002,Kharif,West Bengal,332,252,1629.1,31430.44,83,0.756666667
Barley,2002,Rabi,West Bengal,2459,2341,1629.1,232793.53,614.75,0.843333333
Cardamom,2002,Whole Year,West Bengal,2874,704,1629.1,272081.58,718.5,0.24
Castor seed,2002,Kharif,West Bengal,45,42,1629.1,4260.15,11.25,0.93
Coconut,2002,Whole Year,West Bengal,24976,324194500,1629.1,2364477.92,6244,12229.29167
Cotton(lint),2002,Kharif,West Bengal,823,1474,1629.1,77913.41,205.75,2.875
Dry chillies,2002,Autumn,West Bengal,17988,15716,1629.1,1702923.96,4497,0.774444444
Dry chillies,2002,Rabi,West Bengal,43703,46457,1629.1,4137363.01,10925.75,1.085555556
Ginger,2002,Kharif,West Bengal,9383,20206,1629.1,888288.61,2345.75,1.698888889
Gram,2002,Rabi,West Bengal,47538,37084,1629.1,4500422.46,11884.5,0.679090909
Groundnut,2002,Kharif,West Bengal,1368,1317,1629.1,129508.56,342,1.1625
Groundnut,2002,Rabi,West Bengal,7020,10523,1629.1,664583.4,1755,1.422
Groundnut,2002,Summer,West Bengal,22596,35480,1629.1,2139163.32,5649,1.360588235
Horse-gram,2002,Rabi,West Bengal,5748,2668,1629.1,544163.16,1437,0.498
Jowar,2002,Kharif,West Bengal,1643,1234,1629.1,155542.81,410.75,1.855
Jute,2002,Kharif,West Bengal,636066,8505522,1629.1,60216368.22,159016.5,14.35235294
Khesari,2002,Kharif,West Bengal,584,507,1629.1,55287.28,146,0.87
Khesari,2002,Rabi,West Bengal,32799,27084,1629.1,3105081.33,8199.75,0.8625
Linseed,2002,Rabi,West Bengal,8859,3691,1629.1,838681.53,2214.75,0.306666667
Maize,2002,Kharif,West Bengal,27724,55300,1629.1,2624631.08,6931,1.895384615
Masoor,2002,Rabi,West Bengal,68721,43245,1629.1,6505817.07,17180.25,0.606470588
Mesta,2002,Kharif,West Bengal,8216,72572,1629.1,777808.72,2054,10.04
Moong(Green Gram),2002,Kharif,West Bengal,556,268,1629.1,52636.52,139,0.532857143
Moong(Green Gram),2002,Rabi,West Bengal,1601,942,1629.1,151566.67,400.25,0.58
Moong(Green Gram),2002,Summer,West Bengal,7615,3840,1629.1,720912.05,1903.75,0.596875
Niger seed,2002,Kharif,West Bengal,6809,3596,1629.1,644608.03,1702.25,0.50625
Other Kharif pulses,2002,Kharif,West Bengal,707,476,1629.1,66931.69,176.75,0.59
Peas & beans (Pulses),2002,Rabi,West Bengal,10754,8635,1629.1,1018081.18,2688.5,0.807647059
Potato,2002,Summer,West Bengal,2395,30807,1629.1,226734.65,598.75,12.86
Potato,2002,Winter,West Bengal,346906,6871659,1629.1,32841591.02,86726.5,20.73388889
Ragi,2002,Kharif,West Bengal,13517,15639,1629.1,1279654.39,3379.25,0.828
Rapeseed &Mustard,2002,Rabi,West Bengal,408270,328117,1629.1,38650920.9,102067.5,0.692777778
Rice,2002,Autumn,West Bengal,384965,796652,1629.1,36444636.55,96241.25,2.092777778
Rice,2002,Summer,West Bengal,1406078,4198595,1629.1,133113404.3,351519.5,2.747777778
Rice,2002,Winter,West Bengal,4051084,9393991,1629.1,383516122.3,1012771,2.221666667
Safflower,2002,Rabi,West Bengal,39,31,1629.1,3692.13,9.75,1.216666667
Sannhamp,2002,Whole Year,West Bengal,1374,6918,1629.1,130076.58,343.5,5.218571429
Sesamum,2002,Autumn,West Bengal,1049,589,1629.1,99308.83,262.25,0.511428571
Sesamum,2002,Summer,West Bengal,107105,87306,1629.1,10139630.35,26776.25,0.773888889
Sesamum,2002,Winter,West Bengal,2782,1573,1629.1,263371.94,695.5,0.58
Small millets,2002,Kharif,West Bengal,3126,2088,1629.1,295938.42,781.5,0.85625
Small millets,2002,Rabi,West Bengal,1030,1135,1629.1,97510.1,257.5,0.8925
Soyabean,2002,Kharif,West Bengal,520,311,1629.1,49228.4,130,0.55
Sugarcane,2002,Whole Year,West Bengal,19460,1281276,1629.1,1842278.2,4865,64.52933333
Sunflower,2002,Kharif,West Bengal,2369,3207,1629.1,224273.23,592.25,1.062
Tobacco,2002,Whole Year,West Bengal,7757,4205,1629.1,734355.19,1939.25,0.67
Turmeric,2002,Whole Year,West Bengal,11731,21346,1629.1,1110573.77,2932.75,1.704444444
Urad,2002,Kharif,West Bengal,48645,31833,1629.1,4605222.15,12161.25,0.523333333
Urad,2002,Rabi,West Bengal,13493,8636,1629.1,1277382.31,3373.25,0.604545455
Wheat,2002,Rabi,West Bengal,405350,887437,1629.1,38374484.5,101337.5,1.992777778
Arecanut,2003,Whole Year,Andhra Pradesh,311,221,826,30782.78,74.64,0.704
Arhar/Tur,2003,Kharif,Andhra Pradesh,513239,214657,826,50800396.22,123177.36,0.424090909
Arhar/Tur,2003,Rabi,Andhra Pradesh,7492,3246,826,741558.16,1798.08,0.41625
Bajra,2003,Kharif,Andhra Pradesh,128512,141628,826,12720117.76,30842.88,1.072631579
Bajra,2003,Rabi,Andhra Pradesh,9603,6475,826,950504.94,2304.72,0.88375
Banana,2003,Whole Year,Andhra Pradesh,38714,515379,826,3831911.72,9291.36,15.68263158
Cashewnut,2003,Whole Year,Andhra Pradesh,150077,39207,826,14854621.46,36018.48,0.225
Castor seed,2003,Kharif,Andhra Pradesh,290915,131870,826,28794766.7,69819.6,0.447894737
Coconut,2003,Whole Year,Andhra Pradesh,103965,1195079360,826,10290455.7,24951.6,9524.628235
Coriander,2003,Whole Year,Andhra Pradesh,48644,15999,826,4814783.12,11674.56,0.405294118
Cotton(lint),2003,Kharif,Andhra Pradesh,836892,1890394,826,82835570.16,200854.08,2.137619048
Dry chillies,2003,Kharif,Andhra Pradesh,199545,661563,826,19750964.1,47890.8,3.072272727
Dry chillies,2003,Rabi,Andhra Pradesh,50772,135462,826,5025412.56,12185.28,2.584545455
Ginger,2003,Whole Year,Andhra Pradesh,1873,5614,826,185389.54,449.52,2.995
Gram,2003,Kharif,Andhra Pradesh,52,90,826,5146.96,12.48,1.656666667
Gram,2003,Rabi,Andhra Pradesh,422059,456464,826,41775399.82,101294.16,1.338947368
Groundnut,2003,Kharif,Andhra Pradesh,1258479,607024,826,124564251.4,302034.96,0.836818182
Groundnut,2003,Rabi,Andhra Pradesh,234780,378789,826,23238524.4,56347.2,1.645
Horse-gram,2003,Kharif,Andhra Pradesh,11304,4592,826,1118869.92,2712.96,0.35
Horse-gram,2003,Rabi,Andhra Pradesh,68190,34385,826,6749446.2,16365.6,0.463333333
Jowar,2003,Kharif,Andhra Pradesh,274944,349245,826,27213957.12,65986.56,1.965
Jowar,2003,Rabi,Andhra Pradesh,373235,392881,826,36942800.3,89576.4,1.286666667
Linseed,2003,Rabi,Andhra Pradesh,4542,1193,826,449567.16,1090.08,0.21
Maize,2003,Kharif,Andhra Pradesh,557812,1671502,826,55212231.76,133874.88,2.420909091
Maize,2003,Rabi,Andhra Pradesh,162802,805284,826,16114141.96,39072.48,5.081818182
Mesta,2003,Kharif,Andhra Pradesh,59177,470198,826,5857339.46,14202.48,7.792857143
Moong(Green Gram),2003,Kharif,Andhra Pradesh,478726,244136,826,47384299.48,114894.24,0.495
Moong(Green Gram),2003,Rabi,Andhra Pradesh,201785,68268,826,19972679.3,48428.4,0.353
Niger seed,2003,Kharif,Andhra Pradesh,17295,6792,826,1711859.1,4150.8,0.375
Onion,2003,Kharif,Andhra Pradesh,16862,234546,826,1669000.76,4046.88,12.80157895
Onion,2003,Rabi,Andhra Pradesh,12187,284935,826,1206269.26,2924.88,19.88333333
Other  Rabi pulses,2003,Rabi,Andhra Pradesh,4333,795,826,428880.34,1039.92,0.181818182
Other Kharif pulses,2003,Kharif,Andhra Pradesh,8349,2056,826,826384.02,2003.76,0.240769231
Potato,2003,Whole Year,Andhra Pradesh,2648,24049,826,262099.04,635.52,9.045
Ragi,2003,Kharif,Andhra Pradesh,67597,82164,826,6690751.06,16223.28,1.140666667
Ragi,2003,Rabi,Andhra Pradesh,10845,19018,826,1073438.1,2602.8,1.783076923
Rapeseed &Mustard,2003,Rabi,Andhra Pradesh,1695,432,826,167771.1,406.8,0.285714286
Rice,2003,Kharif,Andhra Pradesh,2108904,5841539,826,208739317.9,506136.96,2.670909091
Rice,2003,Rabi,Andhra Pradesh,865734,3111263,826,85690351.32,207776.16,2.729090909
Safflower,2003,Rabi,Andhra Pradesh,17250,5331,826,1707405,4140,0.297272727
Sesamum,2003,Kharif,Andhra Pradesh,114516,33235,826,11334793.68,27483.84,0.262380952
Sesamum,2003,Rabi,Andhra Pradesh,46892,9544,826,4641370.16,11254.08,0.204210526
Small millets,2003,Kharif,Andhra Pradesh,47510,28020,826,4702539.8,11402.4,0.518666667
Small millets,2003,Rabi,Andhra Pradesh,3134,1748,826,310203.32,752.16,0.577142857
Soyabean,2003,Kharif,Andhra Pradesh,68424,107298,826,6772607.52,16421.76,1.345
Sugarcane,2003,Whole Year,Andhra Pradesh,208969,15069824,826,20683751.62,50152.56,74.48380952
Sunflower,2003,Kharif,Andhra Pradesh,490757,333265,826,48575127.86,117781.68,1.057142857
Sweet potato,2003,Whole Year,Andhra Pradesh,1263,9130,826,125011.74,303.12,7.32
Tapioca,2003,Whole Year,Andhra Pradesh,19456,122145,826,1925754.88,4669.44,6.29
Tobacco,2003,Whole Year,Andhra Pradesh,191030,516207,826,18908149.4,45847.2,3.782439024
Urad,2003,Kharif,Andhra Pradesh,95454,66827,826,9448036.92,22908.96,0.656363636
Urad,2003,Rabi,Andhra Pradesh,343078,133336,826,33957860.44,82338.72,0.408
Wheat,2003,Rabi,Andhra Pradesh,11928,6741,826,1180633.44,2862.72,0.481818182
other oilseeds,2003,Rabi,Andhra Pradesh,14609,0,826,1445998.82,3506.16,0
Arecanut,2003,Whole Year,Assam,74001,70414,2213.7,7324618.98,17760.24,0.979130435
Arhar/Tur,2003,Kharif,Assam,7012,4940,2213.7,694047.76,1682.88,0.708695652
Banana,2003,Whole Year,Assam,42982,594645,2213.7,4254358.36,10315.68,13.78478261
Castor seed,2003,Kharif,Assam,1493,619,2213.7,147777.14,358.32,0.414285714
Coconut,2003,Whole Year,Assam,21309,154284000,2213.7,2109164.82,5114.16,6763.011739
Cotton(lint),2003,Kharif,Assam,1438,664,2213.7,142333.24,345.12,0.443478261
Dry chillies,2003,Whole Year,Assam,14808,9688,2213.7,1465695.84,3553.92,0.633913043
Gram,2003,Rabi,Assam,2419,1256,2213.7,239432.62,580.56,0.518695652
Jute,2003,Kharif,Assam,64027,665268,2213.7,6337392.46,15366.48,10.2626087
Linseed,2003,Rabi,Assam,9604,5021,2213.7,950603.92,2304.96,0.524545455
Maize,2003,Kharif,Assam,19569,14051,2213.7,1936939.62,4696.56,0.607391304
Masoor,2003,Rabi,Assam,21736,11721,2213.7,2151429.28,5216.64,0.51
Mesta,2003,Kharif,Assam,5420,25867,2213.7,536471.6,1300.8,4.419047619
Moong(Green Gram),2003,Rabi,Assam,7595,3513,2213.7,751753.1,1822.8,0.443913043
Niger seed,2003,Kharif,Assam,9747,5001,2213.7,964758.06,2339.28,0.538333333
Onion,2003,Whole Year,Assam,7332,17142,2213.7,725721.36,1759.68,2.34173913
Peas & beans (Pulses),2003,Rabi,Assam,25133,14866,2213.7,2487664.34,6031.92,0.586956522
Potato,2003,Whole Year,Assam,77894,543070,2213.7,7709948.12,18694.56,6.471304348
Rapeseed &Mustard,2003,Rabi,Assam,264103,138296,2213.7,26140914.94,63384.72,0.519130435
Rice,2003,Autumn,Assam,441143,430374,2213.7,43664334.14,105874.32,1.118695652
Rice,2003,Summer,Assam,319480,573189,2213.7,31622130.4,76675.2,1.493913043
Rice,2003,Winter,Assam,1769203,2877371,2213.7,175115712.9,424608.72,1.618695652
Sesamum,2003,Kharif,Assam,14465,7953,2213.7,1431745.7,3471.6,0.489130435
Small millets,2003,Kharif,Assam,8299,4320,2213.7,821435.02,1991.76,0.506956522
Sugarcane,2003,Whole Year,Assam,25431,981360,2213.7,2517160.38,6103.44,37.43217391
Sweet potato,2003,Whole Year,Assam,8194,28384,2213.7,811042.12,1966.56,3.412173913
Tapioca,2003,Whole Year,Assam,2873,13613,2213.7,284369.54,689.52,4.383636364
Tobacco,2003,Whole Year,Assam,828,416,2213.7,81955.44,198.72,0.561304348
Turmeric,2003,Whole Year,Assam,12249,8420,2213.7,1212406.02,2939.76,0.669130435
Urad,2003,Rabi,Assam,39588,20696,2213.7,3918420.24,9501.12,0.519130435
Wheat,2003,Rabi,Assam,69954,73186,2213.7,6924046.92,16788.96,1.040909091
